,plsscore1,plsscore2,pwr,pred_pwr,diff,square_diff,t_2,rep_dt
37,0.4207288274150609,-1.1788089854904176,7705,7702.764533525449,-2.235466474550776,4.997310358840476,1.2879419593564205,2016-10-24 12:00:00+00:00
38,0.6745545215952845,-1.238815766230758,7854,7887.276607210827,33.276607210827024,1107.332587463665,1.405150375808422,2016-10-25 12:00:00+00:00
39,1.05270889569248,-0.693928669459167,8101,8522.386268131046,421.38626813104565,177566.3869694095,1.6427394842606107,2016-10-26 12:00:00+00:00
40,0.47616909399664464,-1.4537536660720176,7482,7594.363922235482,112.36392223548228,12625.65102014151,1.616795286655301,2016-10-27 12:00:00+00:00
41,0.6381916297773387,-1.3172037702920159,7804,7811.443808982983,7.443808982982773,55.41029217513503,1.471995944597713,2016-10-28 12:00:00+00:00
42,0.5291021601677253,-1.1701347005672111,7730,7801.020217664654,71.02021766465441,5043.87131713489,1.316618745506548,2016-10-29 12:00:00+00:00
43,0.40866931596422007,-1.2367145051846744,7532,7659.493718309731,127.49371830973087,16254.648208441004,1.398908748180655,2016-10-30 12:00:00+00:00
44,0.01631615078074657,-1.0893675036985677,7284,7405.28565741951,121.28565741951024,14710.210695682801,1.212890480116465,2016-10-31 12:00:00+00:00
45,-1.1733154872332792,0.7304237179542271,7615,7414.278064614672,-200.72193538532792,40289.29534483176,1.2907716145754604,2016-11-08 12:00:00+00:00
46,-1.1139168359898879,0.5065570622778856,7383,7338.29427420305,-44.70572579694999,1998.6019190320799,0.970316322683784,2016-11-09 12:00:00+00:00
47,-1.0827292949413514,0.32875253557786477,7185,7264.174836437668,79.17483643766809,6268.6547249314945,0.8815289677799784,2016-11-10 12:00:00+00:00
48,-1.0588444901833727,0.04003640983073486,7086,7120.778154386501,34.77815438650123,1209.5200225313147,0.765191762113231,2016-11-11 12:00:00+00:00
49,-0.9292264615588168,0.14927632645473676,7383,7294.442063784502,-88.55793621549765,7842.50806674815,0.7324861508980106,2016-11-12 12:00:00+00:00
50,-0.9492035364890486,0.37144783885854216,7432,7403.4124101772995,-28.587589822700465,817.2502918709672,0.78956782421731,2016-11-13 12:00:00+00:00
51,-1.0292735803141493,0.26904714744825614,7432,7276.302549682196,-155.6974503178044,24241.696035465167,0.9164850110922572,2016-11-14 12:00:00+00:00
52,-0.6589227717581673,0.34216478466870376,6912,7636.7674583808675,724.7674583808675,525287.8687278626,2.248167669816624,2016-11-15 12:00:00+00:00
53,-0.828627858718771,0.5079860042138318,7432,7584.792242359284,152.7922423592836,23345.469325178055,0.9224873034975013,2016-11-16 12:00:00+00:00
54,-1.0446386826739684,0.8737893780985155,7383,7606.511891134029,223.5118911340287,49957.565478309894,1.366139224731273,2016-11-17 12:00:00+00:00
55,-1.0222177504373535,0.9625233495060894,7457,7676.213708388866,219.2137083888656,48054.649945598605,1.4175784263820836,2016-11-18 12:00:00+00:00
56,-0.7551563084415654,0.948590428166785,7457,7898.2901892860045,441.29018928600453,194737.03116007772,1.7462652158767358,2016-11-19 12:00:00+00:00
57,-1.009257744664146,0.769356959530818,7383,7577.672783364389,194.67278336438903,37897.49258283834,1.2359710936178216,2016-11-20 12:00:00+00:00
58,-0.753549602353432,0.6410986917499049,7432,7725.045022807056,293.04502280705583,85875.38539198787,1.2338681314342934,2016-11-21 12:00:00+00:00
59,-1.3468796182106764,1.5859473474283874,7482,7750.671097744322,268.67109774432174,72184.15876313888,2.100372822715713,2016-11-22 12:00:00+00:00
60,-1.1730855386756611,1.9360971622761307,7680,8099.194822801326,419.19482280132615,175724.29946343522,2.550705824138722,2016-11-23 12:00:00+00:00
61,-0.6681966285484512,0.4624510280068215,7399,7697.093188214657,298.09318821465695,88859.5488599789,1.1245552304009627,2016-11-29 12:00:00+00:00
62,-1.1374577103355945,0.7737016852923865,7408,7469.736387160498,61.73638716049845,3811.3814996309584,1.1708182119052502,2016-11-30 12:00:00+00:00
63,2.0273390923884422,0.38867205585045456,9030,9976.54673026261,946.5467302626093,895950.7125708369,3.2074334134572253,2016-12-06 12:00:00+00:00
64,2.6238172082947324,0.2038442155731279,10455,10385.25814969038,-69.74185030961962,4863.92568460939,1.8995318465296127,2016-12-07 12:00:00+00:00
65,2.3062566323430644,0.3443871831196651,10405,10191.596203593828,-213.40379640617175,45541.180320566804,1.8053172114652751,2016-12-08 12:00:00+00:00
66,2.345392541522685,0.2027753183714812,10381,10144.876093920891,-236.12390607910856,55754.49902205568,1.8319747255599563,2016-12-09 12:00:00+00:00
67,2.654309492046839,0.597376265471684,11223,10635.009961028973,-587.9900389710274,345732.2859291503,2.663906925440194,2016-12-10 12:00:00+00:00
68,3.3401856697660497,0.6275675893490055,12363,11242.82198382198,-1120.1780161780207,1254798.787928526,4.168133633490592,2016-12-11 12:00:00+00:00
69,2.096662707649218,-0.42045286076251165,9935,9576.733853034906,-358.26614696509387,128354.63206121424,1.8958634232258271,2016-12-12 12:00:00+00:00
70,2.518586782701912,-0.33878912463109967,10158,9986.466309220817,-171.5336907791825,29423.807072328204,1.9063354518468159,2016-12-13 12:00:00+00:00
