,rep_dt,rpm,w_force,w_rel_0,w_rel_90,pwr
47,2016-04-18 12:00:00+00:00,64.0,3,-0.9064191304883591,0.422379402770456,6475
48,2016-04-19 12:00:00+00:00,65.3,3,0.9335901007735459,-0.35834274617695333,6475
49,2016-04-20 12:00:00+00:00,63.9,2,0.9335901007735459,-0.35834274617695333,6475
50,2016-04-21 12:00:00+00:00,63.8,3,-0.573823877396945,0.8189787284961288,6300
51,2016-04-22 12:00:00+00:00,63.7,5,-0.9999999732277038,-0.00023139704322540597,6300
52,2016-04-25 12:00:00+00:00,64.3,3,0.7547441581464198,0.6560192495223384,6857
53,2016-04-26 12:00:00+00:00,64.6,3,-0.6291915047468051,0.7772503138336138,6863
54,2016-04-27 12:00:00+00:00,64.68,3,-0.6291915047468051,0.7772503138336138,7086
55,2016-04-28 12:00:00+00:00,65.35,2,-0.48467581598782733,0.8746938626722688,7358
56,2016-04-29 12:00:00+00:00,65.03,2,-0.48467581598782733,0.8746938626722688,7333
57,2016-04-30 12:00:00+00:00,64.53,2,-0.48467581598782733,0.8746938626722688,7408
58,2016-05-01 12:00:00+00:00,64.82,2,0.2589121740586325,0.9659008676485555,7358
59,2016-05-02 12:00:00+00:00,65.71,2,0.5299824943033312,0.8480085823457328,7408
60,2016-05-03 12:00:00+00:00,64.97,3,0.139277488512296,0.9902533924171668,7259
61,2016-05-04 12:00:00+00:00,65.79,3,0.8191778508833826,0.5735395789499471,7333
62,2016-05-05 12:00:00+00:00,64.62,3,0.139277488512296,0.9902533924171668,7333
63,2016-05-06 12:00:00+00:00,65.8,3,0.34210470275583466,0.9396618393615557,7309
64,2016-05-07 12:00:00+00:00,64.59,3,-0.9815857058604871,0.19102225537975767,7185
65,2016-05-08 12:00:00+00:00,65.03,4,0.9993909167451305,0.03489692719033604,7234
66,2016-05-09 12:00:00+00:00,64.51,3,0.707147685608313,0.7070658743984229,7185
67,2016-05-17 12:00:00+00:00,64.86,3,-0.4998663969047425,0.8661025258279014,7135
68,2016-05-18 12:00:00+00:00,64.22,3,-0.8190451135893688,-0.5737291189275457,7135
69,2016-05-19 12:00:00+00:00,65.03,3,-0.6562811783522279,0.7545164113129755,7259
70,2016-05-20 12:00:00+00:00,64.01,4,-0.6020542119407419,0.7984552121969097,6912
71,2016-05-21 12:00:00+00:00,64.81,3,-0.22527295791082735,0.9742956914787761,6912
72,2016-05-22 12:00:00+00:00,64.8,4,-0.9999999732277038,0.00023139704322540597,6986
73,2016-05-23 12:00:00+00:00,64.45,4,-0.9999999732277038,0.00023139704322540597,7358
74,2016-05-24 12:00:00+00:00,63.9,4,-0.46933761986953376,0.8830187985400996,7160
75,2016-05-25 12:00:00+00:00,64.91,4,-0.9999999732277038,0.00023139704322540597,7383
76,2016-05-26 12:00:00+00:00,64.13,2,-0.9999999732277038,0.00023139704322540597,7135
77,2016-05-27 12:00:00+00:00,65.09,2,0.8290620131515228,0.5591566670881644,7309
78,2016-05-28 12:00:00+00:00,64.29,2,-0.8091801773083158,0.5875605846644945,7135
79,2016-05-29 12:00:00+00:00,65.49,3,-0.6948673322583503,0.719137949603665,7383
80,2016-05-30 12:00:00+00:00,64.57,4,-0.6948673322583503,0.719137949603665,7209
81,2016-05-31 12:00:00+00:00,65.63,3,-0.25868866052213635,0.9659607533007036,7358
