,plsscore1,plsscore2,pwr,pred_pwr,diff,square_diff
0,-0.25845690291820467,-0.9472434865763245,6464,7145.380692927372,681.3806929273724,464279.6486941861
1,-0.25196797105778324,-1.2309044046741922,6329,7041.240103637412,712.2401036374122,507285.96522943163
2,-0.2920772193129147,-1.096940989776597,6284,7046.921813951989,762.921813951989,582049.6942037932
3,-0.3587166121300232,-0.7692005523101207,6419,7097.796823447431,678.796823447431,460765.1275223229
4,-0.567214963641461,-0.8882919303271065,6104,6806.04336169803,702.0433616980299,492864.88170427084
5,-0.5416272260385839,-0.5863092617650869,6126,6955.069098949437,829.0690989494369,687355.5708328312
6,-0.5009165814498363,-0.5760702567946991,6261,7006.908280179855,745.908280179855,556379.162440869
7,-0.5885126147142837,-0.6391182536809193,6081,6879.206869564484,798.2068695644839,637134.206619933
8,-0.6774004589941723,-0.710869869461554,6081,6746.559368545865,665.5593685458653,442969.27305917087
9,-0.6086160229120349,-0.7630321343239262,6351,6806.778981609356,455.7789816093564,207734.48007686203
10,-0.6385476491103067,-0.5057757121839751,6284,6872.98845620684,588.98845620684,346907.40154491673
11,-0.670624318573604,-0.5240974626481263,6419,6828.103308245394,409.10330824539415,167365.516817326
12,-0.8402698602011751,-0.43809468338753266,6081,6662.778934156968,581.7789341569678,338466.72822881746
13,-1.2435691289687836,1.691089643775211,6246,7028.0816484052875,782.0816484052875,611651.7047723318
14,-1.3746490692726347,1.511753255402089,6216,6803.501832988348,587.5018329883478,345158.4037646685
15,-1.1803312177879677,1.4268286058798059,6374,6998.222814326466,624.2228143264656,389654.12192565313
16,-1.074839015086991,1.3041823256909097,6486,7073.776892492001,587.776892492001,345481.67534755333
17,-1.1476263291390363,1.2756215702563707,6329,6977.052563300137,648.0525633001371,419972.12479987816
18,-1.0193196512858445,1.348908572112977,6757,7156.593155145922,399.5931551459216,159674.6896394726
19,-0.9230896428959492,1.4038738235054324,7185,7291.248599030263,106.248599030263,11288.764795893603
20,-0.818827055714223,1.3065539095361398,2005,7375.337184638577,5370.337184638577,28840521.4767118
21,-1.0735825767157277,0.9651247535157345,6419,6941.666094516447,522.6660945164467,273179.8463570752
22,-0.900535553451864,0.8156425746840694,6599,7085.974293188252,486.974293188252,237143.9622261976
23,-0.9526534356167182,0.7074369286909311,7027,6982.14185511771,-44.85814488228971,2012.2531622804943
24,-1.2601550579687097,0.4273309127649745,6486,6510.693725912814,24.693725912814443,609.7800994572035
25,-0.9501673817262054,0.3430529902961517,6689,6841.4965496993755,152.49654969937546,23255.19767021409
26,-0.9658915286843853,0.007661210020763665,6712,6690.890338274158,-21.10966172584176,445.61781817946854
27,-0.994593539363409,0.23959126594110974,6532,6748.56530542886,216.56530542885957,46900.53151549523
28,-1.1895396100337092,0.4940447015509799,6059,6619.899723078517,560.8997230785171,314608.4993495572
29,-1.0975996881738692,-0.0021463922647716968,6284,6532.365921844995,248.36592184499477,61685.63113391405
30,0.5410007589870534,-0.9214800165323639,8050,8094.306530947879,44.306530947878855,1963.0686846353467
31,0.9684622926269366,-0.08957092834474027,9100,8924.02574771908,-175.97425228091925,30966.93746582861
32,0.9786399146837962,0.033722078897615616,7186,8984.553512001987,1798.5535120019867,3234794.7355346805
33,0.9943910408552985,-0.42755037078160385,8925,8821.31155699322,-103.68844300678029,10751.293213170324
34,0.9527649685207735,-0.7386939145756986,9100,8649.843245761092,-450.1567542389075,202641.1033869082
35,0.9962488755601796,-0.6224055230887955,8925,8746.721650562664,-178.27834943733615,31783.169878100933
36,1.2136684107572122,-0.04096356565427923,9625,9231.113674570524,-393.8863254294756,155146.43736033476
37,1.493096241615813,0.3015437201044369,11025,9694.181371942346,-1330.8186280576538,1771078.2207852558
38,1.7583435724476464,0.4400349783238855,11200,10060.21658890289,-1139.7834110971107,1299106.2242121652
39,0.4197574301145768,-0.337561286664247,8750,8181.994407791112,-568.0055922088877,322630.3527805692
40,0.43116466769068673,-0.23959464564149457,8750,8233.98766463124,-516.0123353687595,266268.7302527212
41,-0.3472841687778734,-0.5395226639967377,7000,7201.712941254148,201.71294125414806,40688.110669399386
42,-0.5237058508260138,-0.6402922915495723,6300,6954.844627466191,654.844627466191,428821.4861213345
43,-0.42747584243611847,-0.5853270401571168,6650,7089.500071350532,439.5000713505324,193160.31271712304
44,-0.5511514231337719,-0.7474198078044002,6300,6880.408796645342,580.4087966453417,336874.3712232936
45,-0.28436044537052674,-0.47755279684883056,6475,7300.01774461982,825.0177446198204,680654.2789375752
46,3.529680030109268,0.7831139865849057,12775,12275.40575306865,-499.5942469313504,249594.41156690315
47,3.8819085864459226,0.997316424800376,13300,12773.409634365951,-526.5903656340488,277297.4131786012
48,3.349435873355174,0.6931753670954586,11725,12028.31617820594,303.31617820593965,92000.70396145734
49,3.4013733522560763,0.7098269847282995,11725,12095.865161222864,370.8651612228641,137540.967808861
50,3.3576354439849525,0.789309833071795,11025,12075.82092024992,1050.8209202499202,1104224.6064348891
51,2.8532967089293493,0.29230784032120577,11025,11287.778422307121,262.7784223071212,69052.49923021974
