,rep_dt,rpm,w_force,w_rel_0,w_rel_90,pwr,t_2,ucl
43,2016-04-14 12:00:00+00:00,63.9,4,-0.9998436526852753,-0.017682482432241978,6475,1.6765616070877785,1.9679406052378368
44,2016-04-15 12:00:00+00:00,65.4,3,-0.8193105443148524,0.5733500082624055,6650,1.272789653872054,1.9679406052378368
45,2016-04-16 12:00:00+00:00,64.0,2,0.6424822768165239,0.7663005441578751,6300,2.0207485801315395,1.9679406052378368
46,2016-04-17 12:00:00+00:00,65.5,3,-0.9848501376258619,0.17340763079611216,6650,1.4762947852113837,1.9679406052378368
47,2016-04-18 12:00:00+00:00,64.0,3,-0.9064191304883591,0.422379402770456,6475,1.1589280567207758,1.9679406052378368
48,2016-04-19 12:00:00+00:00,65.3,3,0.9335901007735459,-0.35834274617695333,6475,2.403017928225678,1.9679406052378368
49,2016-04-20 12:00:00+00:00,63.9,2,0.9335901007735459,-0.35834274617695333,6475,2.6571225250202137,1.9679406052378368
50,2016-04-21 12:00:00+00:00,63.8,3,-0.573823877396945,0.8189787284961288,6300,1.2598694144679787,1.9679406052378368
51,2016-04-22 12:00:00+00:00,63.7,5,-0.9999999732277038,-0.00023139704322540597,6300,2.460239926790438,1.9679406052378368
52,2016-04-25 12:00:00+00:00,64.3,3,0.7547441581464198,0.6560192495223384,6857,1.805713603296498,1.9679406052378368
53,2016-04-26 12:00:00+00:00,64.6,3,-0.6291915047468051,0.7772503138336138,6863,1.0040293246506065,1.9679406052378368
54,2016-04-27 12:00:00+00:00,64.68,3,-0.6291915047468051,0.7772503138336138,7086,1.0880410750170273,1.9679406052378368
55,2016-04-28 12:00:00+00:00,65.35,2,-0.48467581598782733,0.8746938626722688,7358,1.7128869054085807,1.9679406052378368
56,2016-04-29 12:00:00+00:00,65.03,2,-0.48467581598782733,0.8746938626722688,7333,1.7644148596578861,1.9679406052378368
57,2016-04-30 12:00:00+00:00,64.53,2,-0.48467581598782733,0.8746938626722688,7408,1.9980652934832233,1.9679406052378368
58,2016-05-01 12:00:00+00:00,64.82,2,0.2589121740586325,0.9659008676485555,7358,1.982854814269105,1.9679406052378368
59,2016-05-02 12:00:00+00:00,65.71,2,0.5299824943033312,0.8480085823457328,7408,1.8699219699532628,1.9679406052378368
60,2016-05-03 12:00:00+00:00,64.97,3,0.139277488512296,0.9902533924171668,7259,1.5447679122192284,1.9679406052378368
61,2016-05-04 12:00:00+00:00,65.79,3,0.8191778508833826,0.5735395789499471,7333,1.7147051278782741,1.9679406052378368
62,2016-05-05 12:00:00+00:00,64.62,3,0.139277488512296,0.9902533924171668,7333,1.737335389235022,1.9679406052378368
63,2016-05-06 12:00:00+00:00,65.8,3,0.34210470275583466,0.9396618393615557,7309,1.4898882594795024,1.9679406052378368
64,2016-05-07 12:00:00+00:00,64.59,3,-0.9815857058604871,0.19102225537975767,7185,1.4905996197849483,1.9679406052378368
65,2016-05-08 12:00:00+00:00,65.03,4,0.9993909167451305,0.03489692719033604,7234,2.528877459289686,1.9679406052378368
66,2016-05-09 12:00:00+00:00,64.51,3,0.707147685608313,0.7070658743984229,7185,1.9172319130483204,1.9679406052378368
67,2016-05-17 12:00:00+00:00,64.86,3,-0.4998663969047425,0.8661025258279014,7135,1.1316760453697443,1.9679406052378368
68,2016-05-18 12:00:00+00:00,64.22,3,-0.8190451135893688,-0.5737291189275457,7135,2.4878224677985297,1.9679406052378368
69,2016-05-19 12:00:00+00:00,65.03,3,-0.6562811783522279,0.7545164113129755,7259,1.12598064669359,1.9679406052378368
70,2016-05-20 12:00:00+00:00,64.01,4,-0.6020542119407419,0.7984552121969097,6912,1.578065103818542,1.9679406052378368
71,2016-05-21 12:00:00+00:00,64.81,3,-0.22527295791082735,0.9742956914787761,6912,1.2272583727906115,1.9679406052378368
72,2016-05-22 12:00:00+00:00,64.8,4,-0.9999999732277038,0.00023139704322540597,6986,1.5701559887901664,1.9679406052378368
73,2016-05-23 12:00:00+00:00,64.45,4,-0.9999999732277038,0.00023139704322540597,7358,2.018113819469861,1.9679406052378368
74,2016-05-24 12:00:00+00:00,63.9,4,-0.46933761986953376,0.8830187985400996,7160,1.9106315645368002,1.9679406052378368
75,2016-05-25 12:00:00+00:00,64.91,4,-0.9999999732277038,0.00023139704322540597,7383,1.8420206824308833,1.9679406052378368
76,2016-05-26 12:00:00+00:00,64.13,2,-0.9999999732277038,0.00023139704322540597,7135,2.381905719657623,1.9679406052378368
77,2016-05-27 12:00:00+00:00,65.09,2,0.8290620131515228,0.5591566670881644,7309,2.0922598422136613,1.9679406052378368
78,2016-05-28 12:00:00+00:00,64.29,2,-0.8091801773083158,0.5875605846644945,7135,1.8715736545878898,1.9679406052378368
79,2016-05-29 12:00:00+00:00,65.49,3,-0.6948673322583503,0.719137949603665,7383,1.0901077401510595,1.9679406052378368
80,2016-05-30 12:00:00+00:00,64.57,4,-0.6948673322583503,0.719137949603665,7209,1.576190272747146,1.9679406052378368
81,2016-05-31 12:00:00+00:00,65.63,3,-0.25868866052213635,0.9659607533007036,7358,1.2394701843722529,1.9679406052378368
